index,substanceUsed,avgAmountUsed,avgAmountUsedUnit,amountUsed,measuringMethod,measuringTime,measuringDevice,refusedTesting,dateOfOffense,timeOfOffense,placeOfOffense,citySize,placeDetails,typeOfRoad,vehicleModel,vehicleType,checkedBy,reasonForCheck,reasonForCheckCategory,licenseStatus,lawBroken,note,sentence
111421383,alcohol,0.52,mg/l,0.54 mg/l; 0.50 mg/l,breath; breath,09:15; 09:36,,False,21.08.2022,09:10,Bielovce,,na ceste II/564,class_II,anonymized,car,Oddelenia železničnej polície PZ Nové Zámky,,suspected_intoxication,valid,,Evidenčné číslo vozidla bolo D.-F.,"dňa 21.08.2022 v čase o 09.10 h. na ceste II/564 v obci Bielovce po požití alkoholických nápojov šoféroval osobné motorové vozidlo značky F. H., evidenčné číslo D.-F., pričom hliadkou Oddelenia železničnej polície PZ Nové Zámky mu bola vykonanou orientačnou dychovou skúškou o 09.15 h. nameraná hodnota 0,54 miligramu etanolu na liter vydýchnutého vzduchu a opakovanou skúškou v čase o 09.36 h. hodnota 0,50 miligramu etanolu na liter vydýchnutého vzduchu,"
107164807,alcohol,,,0.63 mg/l; 0.67 mg/l; 0.55 mg/l; 0.60 mg/l; 2.18 g/kg; 2.42 g/kg,breath; breath; breath; breath; blood; blood,15:55; 16:13; 16:36; 16:54; 14:50; 14:50,AlcoQuant 6020 plus; AlcoQuant 6020 plus; AlcoQuant 6020 plus; AlcoQuant 6020 plus; n/a; n/a,False,07.11.2020,14:50,Sklené,,"po miestnej komunikácii v obci Sklené v okrese Turčianske Teplice, pričom pri prejazde pravotočivou zákrutou nezvládol techniku jazdy, dostal šmyk, prešiel s vozidlom vpravo mimo vozovku na nespevnenú časť",urban,Daewoo Kalos,car,políciou,"nezvládol techniku jazdy, dostal šmyk, prešiel s vozidlom vpravo mimo vozovku na nespevnenú časť, a to v čase, ked' v blízkosti prechádzali cyklisti, ktorí prišli k vodičovi a chceli mu pomôcť, kde vodič aj napriek ich výzvam uzamkol motorové vozidlo a z miesta odišiel, pričom následne po tom bol políciou a svedkami ako vodič stotožnený a podrobený dychovej skúške",traffic_accident,valid,,"Hodnota koncentrácie alkoholu v krvi vodiča bola určená na základe znaleckého posudku znalca z odboru zdravotníctva a farmácie G.. C.. Ľ. D., G..",", ž e  - dňa 07.11.2020 v čase približne o 14:50 hod. viedol ako vodič osobné motorové vozidlo zn. Daewoo Kalos s evidenčným číslom P. po miestnej komunikácii v obci Sklené v okrese Turčianske Teplice, pričom pri prejazde pravotočivou zákrutou nezvládol techniku jazdy, dostal šmyk, prešiel s vozidlom vpravo mimo vozovku na nespevnenú časť, a to v čase, ked' v blízkosti prechádzali cyklisti, ktorí prišli k vodičovi a chceli mu pomôcť, kde vodič aj napriek ich výzvam uzamkol motorové vozidlo a z miesta odišiel, pričom následne po tom bol políciou a svedkami ako vodič stotožnený a podrobený dychovej skúške na zistenie hladiny alkoholu vo vydychovanom vzduchu do elektronického prístroja AlcoQuant 6020 plus, výrobné číslo A409740, kde v čase o 15:55 hod. dňa 07.11.2020 mu bola nameraná hodnota 0,63 mg/l (1,31 %) etanolu vo vydychovanom vzduchu, opakovanou skúškou do toho istého prístroja v čase o 16:13 hod. dňa 07.11.2020 mu bola nameraná hodnota 0,67 mg/1 (1,40 ‰), následnou opakovanou skúškou v čase o 16:36 hod. dňa 07.11.2020 mu bola nameraná hodnota 0,55 mg/1 (1,15 ‰), opakovanou skúškou v čase o 16:54 hod. dňa 07.11.2020 mu bola nameraná hodnota 0,60 mg/1 (1,25 ‰), pričom na základe znaleckého posudku znalca z odboru zdravotníctva a farmácie G.. C.. Ľ. D., G.., bola určená hodnota koncentrácie alkoholu v krvi vodiča dňa 07.11.2020 o 14:50 hod. na 2,18 až 2,42 g/kg,"
115698035,alcohol,1.06,mg/l,1.07 mg/l; 1.10 mg/l; 1.01 mg/l,breath; breath; breath,20:47; 21:03; 21:19,Alcotest 7510,False,17.12.2021,19:00,outside town/city limits,,"po ceste II/519 v smere od obce Slovenské Pravno do obce Rudno, pri kilometrovníku 13,0",class_II,anonymized,car,,"Vozidlo zišlo mimo cestu, následne bol vodič vyzvaný na dychovú skúšku na zistenie požitia alkoholu.",suspected_intoxication,valid,,"Na základe odborného vyjadrenia znalca prof. MUDr. Ľ. X., PhD. zo dňa 30.12.2021 vyplýva, že koncentrácia alkoholu v krvi obvineného bola dňa 17.12.2021 v čase o 19:00 hod. minimálne vo výške 1,33 až 1,48 ‰.",", ž e
- dňa 17.12.2021 v čase približne o 19:00 hod. viedol ako vodič motorové vozidlo zn. C. S., ev. č. S.
po ceste II/519 v smere od obce Slovenské Pravno do obce Rudno, kde pri kilometrovníku 13,0 zišiel
s vozidlom mimo cestu vľavo, pričom z miesta odišiel a následne, keď sa k motorovému vozidlu zn. C.
S., ev. č. S. vrátil, bol po riadnom poučení vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia
alkoholu do elektronického prístroja Alcotest 7510, výrobné číslo ARMF-0427, kde metódou merania
etanolu vo vydychovanom vzduchu mu bola dňa 17.12.2021 v čase o 20:47 hod. nameraná hodnota
1,07 mg/l alkoholu vo vydychovanom vzduchu, čo v prepočte predstavuje 2,23 ‰, opakovanou dychovou
skúškou dňa 17.12.2021 v čase o 21:03 hod. nameraná hodnota 1,10 mg/1 alkoholu vo vydychovanom
vzduchu, čo v prepočte predstavuje 2,29 ‰ a ďalšou opakovanou dychovou skúškou dňa 17.12.2021
v čase o 21:19 hod. nameraná hodnota 1,01 mg/l alkoholu vo vydychovanom vzduchu, čo v prepočte
predstavuje 2,10 ‰, pričom na základe odborného vyjadrenia znalca prof. MUDr. Ľ. X., PhD. zo dňa
30.12.2021 vyplýva, že koncentrácia alkoholu v krvi obvineného bola dňa 17.12.2021 v čase o 19:00
hod. minimálne vo výške 1,33 až 1,48 ‰,"
113045987,alcohol,0.55,mg/l,0.55 mg/l,breath,17:44,AlcoQuant 6020 plus,False,20.09.2022,17:38,anonymized,,"po ceste III/3078 v smere z obce S. U. A. E. F., za križovatkou ciest I/66 a III/3078 na odstavnej ploche cesty I/66",class_I; other,anonymized,car,Obvodné oddelenie PZ Ždiar,nekoordinovaná jazda,suspected_intoxication,valid,§ 289 ods. 1 Trestného zákona,Pre meracie zariadenie AlcoQuant 6020 plus bolo uvedené aj výrobné číslo A409099.,"- z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Trestného zákona,  o d ô v o d n e n i e :  -dňa 20.09.2022 v čase o 17:38 hod. ako vodič viedol motorové vozidlo továrenskej značky C. D., B. Č. O., po ceste III/3078 v smere z obce S. U. A. E. F., pričom bol za križovatkou ciest I/66 a III/3078 zastavený hliadkou Obvodného oddelenia PZ Ždiar na odstavnej ploche cesty I/66 z dôvodu nekoordinovanej jazdy a následne podrobený dychovej skúške certifikovaným analyzátorom dychu zn. AlcoQuant 6020 plus, výr. č. A409099, pričom mu bola dňa 20.09.2022 v čase o 17:44 hod. nameraná hodnota 0,55 mg/l alkoholu vo vydychovanom dychu,"
110153344,alcohol,0.56,mg/l,0.58 mg/l; 0.55 mg/l,breath; breath,20:15; 20:30,"AlcoQuant 6020 plus, č. A 410 160 plus, č. A410160",False,03.08.2022,20:11,Bratislava,437725,parkovisku pred Obchodným centrom Bory Mall,,Mercedes Benz E 220 CDI,car,hliadkou polície,z dôvodu vedenia vozidla v protismere,traffic_violation,valid,,Evidenčné číslo vozidla bolo T. XXX M. a polícia ho vyzvala na predloženie dokladov potrebných k vedeniu vozidla.,", že  dňa 03.augusta 2022 v čase okolo 20:11 hod. viedol osobné motorové vozidlo značky Mercedes Benz E 220 CDI, evidenčné číslo vozidla: T. XXX M. po parkovisku pred Obchodným centrom Bory Mall v Bratislave, kde bol z dôvodu vedenia vozidla v protismere zastavený hliadkou polície, ktorá ho vyzvala na predloženie dokladov potrebných k vedeniu vozidla a na vykonanie dychovej skúšky, ktorej sa podrobil na prístroji AlcoQuant 6020 plus, č. A 410 160 plus, č. A410160 v čase o 20:15 hod. s výsledkom merania 0,58 mg/l alkoholu v dychu a v čase o 20:30 hod. vykonal opakovanú dychovú skúšku s výsledkom merania 0,55 mg/l alkoholu v dychu."
100152621,alcohol,0.85,mg/l,0.90 mg/l; 0.81 mg/l,breath; breath,12:44; 13:02,AlcoQuant 6020 plus,False,05.03.2022,12:40,Tomášov,,po Robotníckej ulici,urban,Hyundai Sonata,car,"hliadkou OR PZ Senec, OO PZ Miloslavov",bol zastavený a kontrolovaný,traffic_check,valid,,Vozidlo bolo strieborná metalíza svetlá s EČV: SC-XXXFD a elektrochemický analyzátor mal v.č. A409633.,"dňa 05. 03. 2022 v čase o 12.40 hod v Tomášove, po Robotníckej ulici, viedol osobné motorové vozidlo zn. Hyundai Sonata, strieborná metalíza svetlá, EČV: SC-XXXFD, kde bol zastavený a kontrolovaný hliadkou OR PZ Senec, OO PZ Miloslavov s tým, že bol elektrochemickým analyzátorom prítomnosti alkohol v dychu zn. AlcoQuant 6020 plus, v.č. A409633 podrobený aj dychovej skúške na zistenie požitia alkoholu pred jazdou vozidlom, a to v čase o 12.44 hod s pozitívnym výsledkom 0,90 miligramu etanolu na jeden liter vydychovaného vzduchu (čo je 1,89 ‰ etanolu na liter krvi) a pri opakovanej skúške vykonanej tým istým meračom mu bola v čase o 13.02hod nameraná hodnota 0,81 miligramu etanolu na jeden liter vydychovaného vzduchu (čo je 1,86 ‰ etanolu na liter krvi)"
100778546,alcohol,,,,,,,True,11.03.2022,,anonymized,,,urban,anonymized,car,Obvodného oddelenia PZ Kapušany,"poznatkom, že vodič na uvedenom vozidle môže jazdiť pod vplyvom alkoholických nápojov",suspected_intoxication,valid,§ 289 ods. 2 Trestného zákona,Prečin sa stal v čase pred 16:10 hod.,"z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 2 Trestného zákona, pretože  dňa 11.03.2022 v čase pred 16:10 hod. viedol ako vodič osobné motorové vozidlo zn. R. XXX P..Č.. R. po obci Q., kde bol spozorovaný hliadkou Obvodného oddelenia PZ Kapušany, ktorá disponovala poznatkom, že vodič na uvedenom vozidle môže jazdiť pod vplyvom alkoholických nápojov, a ktorá ho z uvedeného dôvodu zastavila a vyzvala ku kontrole, kde následne bol vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia alkoholických nápojov pred a počas jazdy, ktorú odmietol, a tiež uviedol, že sa nepodrobí ani odberu krvi,"
117086966,alcohol,0.66,mg/l,0.71 mg/l; 0.61 mg/l,breath; breath,03:18; 03:37,Alcotest 7510 classic,False,12.11.2022,03:15,anonymized,,na ulici C. N. C.,urban,Audi A6,car,Obvodného oddelenia Policajného zboru Bratislava Staré Mesto - západ,dopravno-bezpečnostné opatrenie v dohľade nad cestnou premávkou „SITO“,traffic_check,valid,,Kontrola bola nariadená príkazom riaditeľa Krajského riaditeľstva PZ v Bratislave číslo KRPZ-BA-KDI-430/001/2022 zo dňa 26.10.2022 a hliadka mala volací znak Atlas 139.,"dňa 12.11.2022 v čase približne od 03:00 hod. do 03:15 hod. po predchádzajúcom požití alkoholických
nápojov (šampanského) viedol ako vodič osobné motorové vozidlo zn. Audi A6, farba šedá metalíza
tmavá, TEČ: Z., z centra mesta C. smerom na S., pričom v čase o 03:15 hod. bol na ulici C. N.
C. v zmysle príkazu riaditeľa Krajského riaditeľstva PZ v Bratislave číslo KRPZ-BA-KDI-430/001/2022
zo dňa 26.10.2022, ktorým bolo nariadené dopravno-bezpečnostné opatrenie v dohľade nad cestnou
premávkou „SITO“, zákonným spôsobom zastavený a kontrolovaný hliadkou Obvodného oddelenia
Policajného zboru Bratislava Staré Mesto - západ pod volacím znakom Atlas 139, kde bol následne
vyzvaný k podrobeniu sa dychovej skúške na zistenie prítomnosti alkoholu v dychu meracím prístrojom
Alcotest 7510 classic, výrobné číslo ARMF-0538, ktorej sa dobrovoľne podrobil a v rámci ktorej mu bola
v čase o 03:18 hod. dňa 12.11.2022 nameraná hodnota 0,71 mg/l etanolu vo vydychovanom vzduchu,
číslo merania: 845, a následnou opakovanou dychovou skúškou v čase o 03:37 hod. dňa 12.11.2022
mu bola nameraná hodnota 0,61 mg/l etanolu vo vydychovanom vzduchu, číslo merania: 847,"
114216819,alcohol,0.95,mg/l,0.92 mg/l; 0.97 mg/l,breath; breath,02:05; 02:25,AlcoQuant 6020 plus,False,14.10.2022,,Bratislava,437725,ulici Ďatelinovej; ul. Rezedovej č. 3,urban,VW Passat,car,Obvodného oddelenia PZ Bratislava Ružinov-východ,nepoužil znamenie o zmene smeru jazdy; javil známky požitia alkoholu,traffic_violation; suspected_intoxication,valid,,"Vozidlo zn. VW Passat bolo striebornej farby, s EČV: T. XXX P., a kontrolu vykonala hliadka s volacím znakom T. XXX.",", ž e  dňa 14.10.2022 v Bratislave na ulici Ďatelinovej viedol osobné motorové vozidlo zn. VW Passat, striebornej farby, EČV: T. XXX P., pričom pri odbáčaní na ulicu Rezedovu nepoužil znamenie o zmene smeru jazdy, na základe čoho bol na ul. Rezedovej č. 3 zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Bratislava Ružinov-východ s volacím znakom T. XXX, a nakoľko počas kontroly javil známky požitia alkoholu, bol vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia alkoholu elektronickým meračom AlcoQuant 6020 plus, ser. č. I., č. merania XXX, ktorým bola v jeho dychu v čase o 02:05 h dňa 14.10.2022 nameraná hodnota 0,92 miligramu alkoholu na liter vydýchnutého vzduchu a opakovanou skúškou, tým istým meračom v čase o 02:25 h dňa 14.10.2022, pod č. merania XXX, bola v jeho dychu nameraná hodnota 0,97 miligramu alkoholu na liter vydýchnutého vzduchu,"
110455499,alcohol,0.69,mg/l,0.69 mg/l; 0.68 mg/l,breath; breath,05:13; 05:51,,False,09.08.2022,05:10,Čierne nad Topľou,,pri autobusovej zastávke v obci Čierne nad Topľou,class_I,Renault Megane,car,hliadkou OO PZ Hanušovce nad Topľou,bol zastavený a kontrolovaný hliadkou OO PZ Hanušovce nad Topľou,traffic_check,valid,,Vozidlo s EVČ: C.-XXXCG jazdilo v smere na Vranov nad Topľou a zistené množstvo alkoholu v krvi v danom čase vylučovalo spôsobilosť obvineného pre bezpečné vedenie motorových vozidiel.,", ž e  dňa 09.08.2022 v čase okolo 05:10 hod., po tom, čo pred jazdou požil presne nezistené množstvo a druh alkoholických nápojov, viedol osobné motorové vozidlo značky Renault Megane s EVČ: C.-XXXCG po štátnej ceste č. I/18, v obci Čierne nad Topľou v smere na Vranov nad Topľou, kde pri autobusovej zastávke v obci Čierne nad Topľou bol zastavený a kontrolovaný hliadkou OO PZ Hanušovce nad Topľou, po zákonnom poučení bol podrobený dychovej skúške na prítomnosť alkoholu v dychu, na základe ktorej mu bola dňa 09.08.2022 v čase o 05:13 hod. zistená hodnota 0,69 mg etanolu na liter vydychovaného vzduchu a následne bol podrobený aj opakovanej dychovej skúške v čase o 05:51 hod. s výsledkom 0,68 mg etanolu na liter vydychovaného vzduchu, kde týmto hodnotám zodpovedajúce množstvo alkoholu v krvi v danom čase vylučovalo spôsobilosť obvineného pre bezpečné vedenie motorových vozidiel"
107199597,alcohol,0.52,mg/l,0.52 mg/l,breath,10:31,AlcoQuant 6020 plus,False,04.01.2022,10:23,anonymized,,pri domove dôchodcov,other,Mercedes-Benz Actros,truck,Oddelenia mýtnej polície Q.,prekročil povolenú rýchlosť,speeding,valid,,Vozidlo malo evidenčné číslo N. E.. Č.. E. XXXXA a pripojený náves zn. Schmitz Cargobull s evidenčným číslom N.K. E.. Č.. E. XXXXX.,"že dňa 04.01.2022 v čase o 10:23 h prekročil povolenú rýchlosť na ceste X/XX v obci T., na čo bol pri domove dôchodcov zastavený a kontrolovaný hliadkou Oddelenia mýtnej polície Q. ako vodič jazdiaci nákladným motorovým vozidlom zn. Mercedes-Benz Actros, N. E.. Č.. E. XXXXA, s návesom zn. Schmitz Cargobull s N.K. E.. Č.. E. XXXXX, kde v rámci dopravnej kontroly bol podrobený dychovej skúške na zistenie alkoholu v dychu, ktorou v čase o 10:31 h dňa 04.01.2022 elektronickým meračom AlcoQuant 6020 plus, v. č. O., bol zistený pozitívny výsledok 0,52 mg/l,"
111845225,alcohol,0.62,mg/l,0.64 mg/l; 0.61 mg/l,breath; breath,23:01; 23:16,AlcoQuant 6020 plus ev č. A 410091,False,28.08.2022,23:00,Lučenec,27739,na Ulici mieru pred budovou U. Magnet,urban,anonymized,car,OO PZ Lučenec,"zastavený a kontrolovaný hliadkou, vyzvaný k dychovej skúške na zistenie prítomnosti alkoholu",suspected_intoxication,valid,,Vozidlo malo evidenčné číslo LC-XXXDE.,", ž e  - dňa 28.08. 2022 po predchádzajúcom požití alkoholických nápojov viedol ako vodič osobné motorové vozidlo značky I. Q., evidenčného čísla LC-XXXDE po komunikáciách v meste Lučenec, pričom na Ulici mieru pred budovou U. Magnet bol v čase 23:00 hod. zastavený a kontrolovaný hliadku OO PZ Lučenec a počas kontroly bol vyzvaný, aby sa podrobil dychovej skúške na zistenie prítomnosti alkoholu v jeho dychu, čo po riadnom poučení vykonal a elektronickým prístrojom AlcoQuant 6020 plus ev č. A 410091 mu bola dňa 28.08.2022 v čase o 23:01 hod. nameraná hodnota 0,64 miligramu/ liter vydychovaného etanolu v dychu a opakovanou dychovou skúškou tým istým prístrojom mu bola dňa 28.08.2022 v čase o 23:16 hod. nameraná hodnota 0,61 miligramu/ liter vydychovaného etanolu,"
106566820,alcohol,1.52,mg/l,1.57 mg/l; 1.47 mg/l,breath; breath,10:42; 11:02,AlcoQuant 6020 Plus,True,10.06.2022,10:25,Veľké Kapušany,8862,"ul. L.N. Tolstého, pred mestským úradom, na kruhovom objazde",urban,Škoda Super B,car,Mestská polícia; Policajný zbor,jazda v protismere na kruhovom objazde,traffic_violation,valid,,Vozidlo malo evidenčné číslo MI626FH.,"dňa 10.06.2022 v čase okolo 10:25 hod. po tom čo požil alkoholické nápoje viedol vo Veľkých Kapušanoch po ul. L.N. Tolstého, pred mestským úradom, ako vodič osobné motorové vozidlo značky Škoda Super B, evidenčné číslo MI626FH, kde z dôvodu jazdy v protismere na kruhovom objazde, bol hliadkou Mestskej polície Veľké Kapušany zastavený a kontrolovaný a následne privolaná hliadka Obvodného oddelenia Policajného zboru vo Veľkých Kapušanoch, vykonala po tom, čo bol vodič riadne poučený jeho dychovú skúšku na zistenie prítomnosti alkoholu v dychu, analyzátorom dychu AlcoQuant 6020 Plus so sériovým číslom A410101, kde v čase o 10:42 hod. mu bola nameraná pozitívna hodnota 1,57 mg/l vydychovaného vzduchu a v čase o 11:02 hod. pri opakovanej dychovej skúške s tým istým prístrojom mu bola nameraná hodnota 1,47 mg/l vydychovaného vzduchu. Menovaný sa po riadnom poučení a vyzvaní na lekárske vyšetrenie odberom a vyšetrením krvi, alebo iného biologického materiálu nežiadal,"
116065448,alcohol,0.52,mg/l,0.52 mg/l,breath,05:40,AlcoQuant 6020plus,False,19.02.2022,05:40,Sabinov,12700,"na ul. G., v blízkosti S. A.",,anonymized,car,OO PZ Sabinov,,traffic_check,valid,,"Koncentrácia etylalkoholu v krvi bola znalcom z odboru zdravotníctva a farmácie, odvetvie súdne lekárstvo, znaleckým posudkom č. 063/2022 prepočítaná na 1,092-1,094 g/kg.",", ž e  dňa 19.02.2022 v čase o 05.40 hod. viedol ako vodič osobné motorové vozidlo zn. K. M. C.. Č.. S.- XXXBT K. S. po ceste na ul. G., kde bol v blízkosti S. A. zastavený hliadkou OO PZ Sabinov, pričom bol podrobený dychovej skúške prístrojom AlcoQuant 6020plus s pozitívnym výsledkom a to 0,52 mg/l etylalkoholu vo vydychovanom vzduchu, čo v prepočte predstavuje koncentráciu etylalkoholu v rozmedzí od 1,092-1,094 g/kg (promile) etylalkoholu v krvi, ktorý bol zistený z dôvodu prepočtu znalcom z odboru zdravotníctva a farmácie odvetvie súdne lekárstvo, a to znaleckým posudkom č. 063/2022,"
100907840,alcohol,1.1,mg/l,1.08 mg/l; 1.12 mg/l,breath; breath,21:29; 21:56,AlcoQuant 6020 plus A 410065,False,24.03.2022,21:26,Trnava,65033,ulici X.,urban,anonymized,car,policajnou hliadkou KR PZ Trnava,zastavený a kontrolovaný policajnou hliadkou,traffic_check,valid,,Vozidlo malo evidenčné číslo G.,"dňa 24.03.2022 asi o 21.26 hod. po predchádzajúcej konzumácii alkoholických nápojov viedol osobné motorové vozidlo zn. Z. s evidenčným číslom G. v Trnave po ulici X. ,kde bol zastavený a kontrolovaný policajnou hliadkou KR PZ Trnava , následne bol podrobený dychovej skúške, pričom elektrochemický analyzátor dychu AlcoQuant 6020 plus č. A 410065 v čase o 21.29 hod nameral v jeho dychu 1,08 mg/l alkoholu ( v prepočte 2,25 promile) a opakovanou dychovou skúškou o 21.56 hod bol v jeho dychu zaznamenaný alkohol 1,12 mg/l ( v prepočte 2,33 promile),"
115881177,alcohol,0.66,mg/l,0.70 mg/l; 0.68 mg/l; 0.60 mg/l,breath; breath; breath,06:40; 06:58; 07:13,AlcoQuant 6020 plus,False,10.10.2022,06:38,anonymized,,pri autobusovej zastávke,class_II,Dacia Logan,car,"hliadkou Okresného riaditeľstva, Okresného dopravného inšpektorátu Rimavská Sobota",zastavený a kontrolovaný,traffic_check,valid,,Evidenčné číslo vozidla bolo O. a evidenčné číslo prístroja AlcoQuant 6020 plus bolo A409657.,"dňa 10.10.2022 asi o 06.38 h pod vplyvom alkoholických nápojov ako vodič viedol osobné motorové vozidlo zn. Dacia Logan, evidenčného čísla O., v obci O. I., po ceste II/531, kde bol pri autobusovej zastávke zastavený a kontrolovaný hliadkou Okresného riaditeľstva, Okresného dopravného inšpektorátu Rimavská Sobota, kde dychovou skúškou prístrojom AlcoQuant 6020 plus, evidenčného čísla A409657 o 06.40 h bolo zistené, že mal v dychu 0,70 mg/l alkoholu, dychovou skúškou o 06.58 h bolo zistené, že mal v dychu 0,68 mg/l alkoholu a ďalšou dychovou skúškou o 07.13 h bolo zistené, že mal v dychu 0,60 mg/l alkoholu,"
111098115,,,,,,,,True,21.08.2022,08:46,Bytčica,,"na ul. Ametystová, po účelovej komunikácii vedúcej od obce Rosina do obce Bytčica",other,Suzuki S-Cross,car,KDI Žilina,predpísaným spôsobom zastavená a kontrolovaná,traffic_check,valid,§ 3 ods. 2 písm. c/ Zákona č. 8/2009 Z. z. o cestnej premávke a o zmene a doplnení niektorých zákonov v znení neskorších predpisov,"Vodička L.. Z. O. viedla vozidlo ev. č. R.-XXXHX a odmietla sa podrobiť vyšetreniu, hoci to nebolo spojené s nebezpečenstvom pre jej zdravie.","dňa 21.08.2022 v čase o 08:46 hod. viedla osobné motorové vozidlo zn. Suzuki S-Cross ev. č. R.-
XXXHX po účelovej komunikácii vedúcej od obce Rosina do obce Bytčica, kde bola na ul. Ametystová
predpísaným spôsobom zastavená a kontrolovaná hliadkou KDI Žilina a priamo na mieste zastavenia
bola policajtom hliadky KDI Žilina vyzvaná, aby predložila doklady potrebné na vedenie a prevádzku
motorového vozidla, pričom po predložení potrebných dokladov sa na výzvu policajta súvisiacu s jeho
oprávnením k vykonaniu dychovej skúšky, po zákonnom poučení o spôsobe vykonania dychovej skúšky
do el. prístroja určeného na vykonanie dychovej skúšky 21.08.2022 v čase o 08:46 hod. odmietla
podrobiť dychovej skúške a zároveň sa odmietla podrobiť aj lekárskemu vyšetreniu spojeného s odberom
a vyšetrením krvi, alebo iného biologického materiálu, či nie je ovplyvnená návykovou látkou, hoci to pri
vyšetrení nebolo spojené s nebezpečenstvom pre jej zdravie,
pričom vodička L.. Z. O. svojím konaním porušila ustanovenie § 3 ods. 2 písm. c/ Zákona č. 8/2009 Z.
z. o cestnej premávke a o zmene a doplnení niektorých zákonov v znení neskorších predpisov,"
118442532,alcohol,0.79,mg/l,0.79 mg/l,breath,23:00,,False,30.11.2022,22:57,Zubrohlava,,"po miestnej komunikácii v obci Zubrohlava, okres Námestovo, z ktorej, pri kostole, odbočila na cestu číslo I/78, po ktorej pokračovala smerom na mesto Námestovo, pričom na odstavnej ploche oproti budove miestnej fary bola zastavená",urban,MAZDA CX-3,car,"Krajské riaditeľstvo PZ, Odbor poriadkovej polície, Pohotovostná motorizovaná jednotka PZ, Žilina, 5. čata Nižná",,traffic_check,valid,,Evidenčné číslo vozidla bolo A. XXX I.,"dňa 30. 11. 2022 v čase okolo 22.57 hodine, po predchádzajúcom požití alkoholických nápojov,
viedla osobné motorové vozidlo značky MAZDA CX-3 evidenčné číslo A. XXX I. najskôr po miestnej
komunikácii v obci Zubrohlava, okres Námestovo, z ktorej, pri kostole, odbočila na cestu číslo I/78, po
ktorej pokračovala smerom na mesto Námestovo, pričom na odstavnej ploche oproti budove miestnej
fary bola zastavená a kontrolovaná hliadkou Krajského riaditeľstva PZ, Odboru poriadkovej polície,
Pohotovostnej motorizovanej jednotky PZ, Žilina, 5. čaty Nižná a vykonanou dychovou skúškou jej bolo
dňa 30. 11. 2022 o 23.00 hodine zistené 0,79 mg/l alkoholu v dychu,"
112367749,,,,,,,,True,12.09.2022,14:30,F.,,"v úseku cesty číslo III/1941, pri zastávke H.",other,anonymized,car,Obvodné oddelenie PZ R.,kontrolovaná hliadkou,traffic_check,valid,,Dychová skúška na zistenie alkoholu sa mala vykonať prístrojom Alcotest 7510 classic číslo ARMF-0461.,"dňa 12. septembra 2022, asi o 14.30 hod., riadila osobné motorové vozidlo značky R. XXX, evidenčného čísla R., smerom od R. na obec F., okres R., kde v úseku cesty číslo III/1941, pri zastávke H. bola zastavená a kontrolovaná hliadkou Obvodného oddelenia PZ R., pričom na výzvu policajta sa odmietla podrobiť vyšetreniu na zistenie alkoholu vykonaním dychovej skúšky prístrojom Alcotest 7510 classic číslo ARMF-0461 a tiež sa odmietla podrobiť lekárskemu vyšetreniu odberom a vyšetrením krvi alebo iného biologického materiálu, či nie je ovplyvnená návykovou látkou, hoci toto vyšetrenie nebolo spojené s nebezpečenstvom pre jej zdravie,"
110411188,alcohol,0.52,mg/l,0.54 mg/l; 0.49 mg/l,breath; breath,04:21; 04:37,elektronickým analyzátorom dychu AlcoQuant 6020 plus,False,11.06.2022,04:18,Bratislava,437725,"po Ružinovskej ulici v smere od Bajkalskej na Tomášikovú ulicu, pričom pri objekte Univerzitnej nemocnice Bratislava, pracovisko Ružinov",urban,VOLKSWAGEN Passat,car,,,suspected_intoxication,valid,,"Vozidlo bolo čiernej metalízy, ako vodička ho náhle odstavila pri pravej krajnici a použitý analyzátor dychu mal výr. číslo A409981.","od presne nezisteného času do 04:18 h dňa 11.06.2022 v Bratislave od presne nezisteného miesta, po Ružinovskej ulici v smere od Bajkalskej na Tomášikovú ulicu, ako vodička viedla osobné motorové vozidlo továrenskej značky VOLKSWAGEN, typu PASSAT, čierna metalíza, E.: A. XXXGK, pričom pri objekte Univerzitnej nemocnice Bratislava, pracovisko Ružinov (ďalej len UNB) náhle odstavila svoje vozidlo pri pravej krajnici a následnou dychovou skúškou vykonanou elektronickým analyzátorom dychu AlcoQuant 6020 plus, výr. čísla A409981 v čase o 04:21 h dňa 11.06.2022 pod číslom merania 158 jej bola nameraná hodnota 0,54 mg/l etanolu na liter vydychovaného vzduchu, čo predstavuje 1,13 ‰ /promile/ a opakovanou dychovou skúškou vykonanou s tým istým meracím prístrojom v čase o 04:37 h dňa 11.06.2022 pod číslom merania 159 jej bola nameraná hodnota 0.49 mg/l etanolu na liter vydychovaného vzduchu, čo predstavuje 1,02 ‰ /promile/,"
