id,text,amountUsed.text.curated,amountUsed.value.curated,amountUsed.position.curated,substanceUsed.text.curated,substanceUsed.value.curated,substanceUsed.position.curated,checkedBy.text.curated,checkedBy.value.curated,checkedBy.position.curated,placeOfOffense.text.curated,placeOfOffense.value.curated,placeOfOffense.position.curated,measuringDevice.text.curated,measuringDevice.value.curated,measuringDevice.position.curated,measuringMethod.text.curated,measuringMethod.value.curated,measuringMethod.position.curated,vehicleModel.text.curated,vehicleModel.value.curated,vehicleModel.position.curated,dateOfOffense.text.curated,dateOfOffense.value.curated,dateOfOffense.position.curated,measuringTime.text.curated,measuringTime.value.curated,measuringTime.position.curated,timeOfOffense.text.curated,timeOfOffense.value.curated,timeOfOffense.position.curated,vehicleType.text.curated,vehicleType.value.curated,vehicleType.position.curated,refusedTesting.text.curated,refusedTesting.value.curated,refusedTesting.position.curated,placeDetails.text.curated,placeDetails.value.curated,placeDetails.position.curated,reasonForCheck.text.curated,reasonForCheck.value.curated,reasonForCheck.position.curated,licenseStatus.text.curated,licenseStatus.value.curated,licenseStatus.position.curated,typeOfRoad.text.curated,typeOfRoad.value.curated,typeOfRoad.position.curated
116721373,"dňa XX.XX.XXXX v dobe od XX:XX h do XX:XX h viedol osobné motorové vozidlo zn. B. XXX, ev. č. W. P. S., po ceste R./XXXX v Č., časť W., M. republika a následne po cestnej komunikácii, ktorá vedie cez obec W. U. V., Č. L., pod vplyvom alkoholu a psychotropnej látky metamfetamín (pervitín), kde na ceste II/XXX v G. - X. Y., Č. L., bol zastavený hliadkou J. správy colného úradu E., ako aj hliadkou B. J. republiky, T. oddelenia G., pred ktorými unikal, následne v čase o XX:XX h bola uňho vykonaná dychová skúška, bolo mu nameraných X,XX promile alkoholu v dychu, taktiež sa podrobil odberu krvi a moču v nemocnici G., J. republika a následným znaleckým skúmaním bolo zistené, že vozidlo viedol pod vplyvom najmenej XXX ng/ml metamfetamínu v krvi,",,,,alkoholu; metamfetamín; pervitín,alcohol; methamphetamine; methamphetamine,"(234, 242); (265, 277); (279, 287)",,,,Č.; G. - X.,,"(123, 125); (312, 319)",,,,,,,B.,,"(79, 81)",XX.XX.XXXX,,"(4, 14)",,,,od XX:XX h do XX:XX; XX:XX; XX:XX,,"(22, 41); (25, 30); (36, 41)",osobné motorové vozidlo,car,,,,,"časť W., M. republika a následne po cestnej komunikácii, ktorá vedie
cez obec W.",,"(127, 207)",,,,,,,ceste R; ceste II/XXX,urban; class_II,"(107, 114); (297, 309)"
115761789,"dňa 6.11.2022 v čase okolo 01.05 h viedol po predchádzajúcom požití alkoholických nápojov, po ulici Obchodnej v meste Michalovce, v smere od parkoviska reštaurácie Lagúna smerom na ulicu Alexandra Markuša, osobné motorové vozidlo zn. Mercedes Benz A, ev. č. I., kde bol zastavený ku kontrole hliadkou Policajného zboru a následne bol podrobený dychovej skúške s pozitívnym výsledkom 0,58 mg/ l alkoholu v dychu a opakovanej dychovej skúške s pozitívnym výsledkom 0,67 mg/l alkoholu v dychu,","0,58 mg/ l; 0,67 mg/l",,"(383, 393); (463, 472)",alkoholu,alcohol,"(394, 402)",hliadkou Policajného zboru,,"(292, 318)",Michalovce,,"(118, 128)",,,,dychovej skúške,breath,"(344, 359)",Mercedes Benz,,"(234, 247)",6.11.2022,,"(4, 13)",,,,01.05,,"(27, 32)",osobné motorové vozidlo,car,"(206, 229)",,,,v smere od parkoviska reštaurácie Lagúna smerom na ulicu Alexandra Markuša,,,,,,,,,,,
116120627,"v Košiciach po ul. Osloboditeľov v smere von z mesta dňa 25.10.2022 v čase okolo 20 10 hod. viedol osobné motorové vozidlo zn. N. L., ev. č.: R.-XXXXX, kde bol pri BČ Slovnaft na ul. Osloboditeľov pri krajnici zastavený a kontrolovaný hliadkou PMJ, KRPZ Košice a vyzvaný aby predložil doklady potrebné na premávku a vedenie motorového vozidla, čo aj urobil a rovnako bol vyzvaný aby sa podrobil dychovej skúške na kontrolu určenia objemového percenta alkoholu v dychu, pričom tejto výzve nevyhovel a opakovane sa vykonaniu dychovej skúšky na zistenie prípadného množstva odmietol podrobiť a taktiež sa odmietol podrobiť lekárskemu vyšetreniu odberom a vyšetrením krvi a iného biologického materiálu.",,,,,,,"hliadkou PMJ, KRPZ Košice",,"(235, 260)",Košiciach,,"(2, 11)",,,,dychovej skúške; krvi,breath; blood,"(395, 410); (663, 667)",N.; L.,,"(127, 129); (130, 132)",25.10.2022,,"(57, 67)",,,,20 10,,"(81, 86)",osobné motorové vozidlo,car,"(99, 122)",odmietol; odmietol,True; True,"(571, 579); (602, 610)",Osloboditeľov v smere von z mesta; BČ Slovnaft,,"(19, 52); (164, 175)",,,,urobil,valid,"(350, 356)",,,
116718493,", ž e : dňa 08.11.2022 v čase o 06.30 h viedol po ceste I/9 cez obec Handlová v smere na Prievidzu osobné motorové vozidlo značky O. J., evidenčné číslo B.-XXX F., kde bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Handlová, počas čoho bol podrobený dychovej skúške na zistenie alkoholu prístrojom Alcotest 7410, v. č. ARFK-0125, ktorou mu bola v čase o 06.30 h nameraná hodnota 1,27 mg/l alkoholu v dychu a opakovanou dychovou skúškou vykonanou tým istým prístrojom v čase o 06:46 h hodnota 1,42 mg/l alkoholu v dychu,","1,27
mg/l; 1,42 mg/l",,"(393, 402); (506, 515)",alkoholu; alkoholu,alcohol; alcohol,"(292, 300); (516, 524)","hliadkou
Obvodného oddelenia PZ Handlová",,"(197, 237)",Handlová,,"(69, 77)",Alcotest 7410,,"(312, 325)",dychovej skúške; dychu,breath; breath,"(264, 279); (414, 419)",O.,,"(130, 132)",08.11.2022,,"(12, 22)",06.30; 06:46,,"(368, 373); (490, 495)",06.30,,"(32, 37)","osobné
motorové vozidlo; osobné
motorové vozidlo značky",car; car,"(99, 122); (99, 129)",podrobený,FALSE,"(254, 263)",v smere na Prievidzu,,"(78, 98)",zastavený a kontrolovaný,traffic_check,"(172, 196)",,,,ceste I/9,class_I,"(50, 59)"
116282014,", ž e dňa 08.11.2022 v čase asi o 19:15 hodine v Bratislave po ulici Cesta na Senec viedol motorové vozidlo značky Škoda Rapid evidenčného čísla N.-XXXVO. kde bol kontrolovaný hliadkou Policajného zboru, pri ktorej bol v čase o 19:26 hodine podrobený dychovej skúške na prítomnosť alkoholu v dychu s pozitívnym výsledkom v nameranej hodnote obsahu alkoholu 0.48 miligramov/liter a následnou skúškou v čase o 19:44 hodine v hodnote 0.56 miligramov/liter.",0.48 miligramov/liter,,"(358, 379)",alkoholu,alcohol,"(349, 357)",hliadkou Policajného zboru,,"(177, 203)",Bratislave,,"(50, 60)",,,,dychovej skúške,breath,"(252, 267)",Škoda Rapid,,"(116, 127)",08.11.2022,,"(11, 21)",19:26; 19:44,,,19:15,,"(35, 40)",motorové vozidlo,car,"(92, 108)",,,,ulici Cesta na Senec,,"(64, 84)",,,,,,,,,
116475449,"dňa 13.07.2021 v čase 0 03.25 h v Bratislave na ulici Svornosti, smerom do Bratislavy z obce Rovinka ako vodička viedla osobné motorové vozidlo zn. Škoda OCTAVIA, bielej farby, evidenčné číslo: M.- XXXDF, pričom bola na ulici Svornosti pri odbočovacom pruhu na Šamorínsku ulicu zastavená na základe predchádzajúceho oznámenia o tom, že ma riadiť motorové vozidlo pod vplyvom alkoholu, a následne bola kontrolovaná hliadkou Obvodného oddelenia Policajného zboru SR Podunajské Biskupice s volacím znakom Balkán-115, pričom počas kontroly bola dotazovaná, či požila alkoholické nápoje pred alebo počas jazdy, na čo odpovedala kladne a následne bola vyzvaná na podrobenie sa dychovej skúške na zistenie požitia alkoholu, s čím súhlasila a v čase o 03.30 h bola podrobená dychovej skúške prístrojom typu ALCOTEST 7510 Classic Plus, výrobné číslo ARMF-0565, realizovanej pod číslom merania 297, s pozitívnym výsledkom, a to 0,70 mg etanolu na liter vydychovaného vzduchu, čo predstavuje 1,46 promile a následne v čase o 03.45 hod. bola podrobená opakovanej dychovej skúške prístrojom typu ALCOTEST 7510 Classic Plus, výrobné číslo ARMF-0565, realizovanej pod číslom merania 298, taktiež s pozitívnym výsledkom, a to 0,69 mg etanolu na liter vydychovaného vzduchu, čo predstavuje 1,44 promile,","0,70 mg; 0,70 mg etanolu na liter; liter; 0,69 mg etanolu na liter",,"(918, 925); (918, 942); (937, 942); (1210, 1234)",alkoholu; etanolu; etanolu,alcohol; alcohol; alcohol,"(707, 715); (926, 933); (1218, 1225)",hliadkou Obvodného oddelenia Policajného zboru SR Podunajské Biskupice,,"(414, 484)",Bratislave; Bratislavy,,"(34, 44); (75, 85)",ALCOTEST 7510 Classic Plus; ALCOTEST 7510 Classic Plus,,"(799, 825); (1083, 1109)",dychovej,breath,"(767, 775)",Škoda OCTAVIA,,"(148, 161)",13.07.2021,,"(4, 14)",03.30,,"(744, 749)",03.25,,"(24, 29)",osobné motorové vozidlo,car,"(120, 143)",súhlasila,FALSE,"(723, 732)",odbočovacom pruhu na Šamorínsku ulicu,,"(240, 277)",oznámenia; pod vplyvom alkoholu,suspected_intoxication; suspected_intoxication,"(316, 325); (363, 383)",,,,,,
115844956,", ž e dňa 05. novembra 2022 v čase okolo 00:42 hod. v obci Spišský Štvrtok, po miestnej komunikácii označenej ako ulica Tatranská v smere na ulicu Potočnú, po predchádzajúcom požití alkoholu, ktorým sa uviedol do stavu vylučujúceho spôsobilosť na bezpečné vedenie motorových vozidiel, viedol osobné motorové vozidlo značky Nissan Almera, evidenčného čísla XTXXXXX, pričom dychovou skúškou elektronickým prístrojom AlcoQuant 6020 plus mu bola nameraná hodnota 0,55 mg/l alkoholu z vydychovaného vzduchu,","0,55 mg/l",,"(460, 469)",alkoholu,alcohol,"(470, 478)",,,,Spišský Štvrtok,,"(60, 75)",AlcoQuant 6020 plus,,"(415, 434)",dychovou skúškou,breath,"(373, 389)",Nissan Almera,,"(324, 337)",05. novembra 2022,,"(11, 28)",,,,00:42 hod.,,"(42, 52)",osobné motorové vozidlo,car,"(293, 316)",,,,ulica Tatranská,,,,,,,,,miestnej komunikácii,urban,
116286765,"v čase o 10.03h dňa 15. 11. 2022 viedla osobné motorové vozidlo zn. Ford Focus, šedej metalízy, EČ: S v obci Pezinok na Viničianskej ulici, kde bola z dôvodu prekročenia maximálnej povolenej rýchlosti jazdy 50km/hod. predpísaným spôsobom zastavená a kontrolovaná hliadkou ODI Pezinok- Pascal 505, pričom bola počas kontroly podrobená dychovej skúške na zistenie alkoholu v dychu prístrojom AlcoQuant 6020 plus s č. A409700 v čase o 10:04hod. č. merania 652 s výsledkom 0.75mg/l, prvou opakovanou dychovou skúškou v čase o 10:23hod. č. merania 653 s výsledkom 0.77mg/l, druhou opakovanou dychovou skúškou v čase o 10:49hod. č. merania 654 s výsledkom 0.76mg/l vydýchnutého alkoholu v dychu,",0.75mg/l; 0.77mg/l; 0.76mg/l,,"(469, 477); (559, 567); (650, 658)",alkoholu,alcohol,"(362, 370)",hliadkou ODI Pezinok- Pascal 505,,"(263, 295)",Pezinok,,"(109, 116)",AlcoQuant 6020 plus,,"(390, 409)",dychovej skúške; dychovou skúškou; dychovou skúškou,breath; breath; breath,"(334, 349); (496, 512); (587, 603)",Ford Focus,,"(68, 78)",15. 11. 2022,,"(20, 32)",10:04hod; 10:23hod,,"(432, 440); (522, 530)",10.03h,,"(9, 15)",osobné motorové vozidlo,car,"(40, 63)",podrobená,FALSE,"(324, 333)",Viničianskej ulici,,"(120, 138)",prekročenia maximálnej povolenej rýchlosti,speeding,"(158, 200)",,,,,,
116789931,"dňa 20.11.2022 v čase okolo 10.15 hodine viedol osobné motorové vozidlo značky Mazda 3, evidenčné číslo O , ktorého vlastníkom je spoločnosť SILVER STYLE s.r.o., so sídlom Trenčín, Na Vinohrady 2383/65, IČO:44769709, po meste Trenčín, kde bol pri Zimnom štadióne Pavla Demitru kontrolovaný hliadkou PMJ KR PZ Trenčín a na mieste bol vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia alkoholu, ktorú dobrovoľne vykonal na prístroji značky AlcoQuant 6020 plus sériové číslo A410236 dňa 20.11.2022 v čase merania 10.16 hod. s pozitívnym výsledkom merania 0,80 mg/l alkoholu v dychu, opakovanou dychovou skúškou vykonanou dňa 20.11.2022 v čase o 10.37 hod. bol zistený pozitívny výsledok merania 0,78 mg/l alkoholu v dychu,","0,80 mg/l; 0,78 mg/l",,"(563, 572); (703, 712)",alkoholu; alkoholu; alkoholu,alcohol; alcohol; alcohol,"(394, 402); (573, 581); (713, 721)",hliadkou PMJ KR PZ Trenčín,,"(290, 316)",Trenčín,,"(226, 233)",AlcoQuant 6020 plus,,"(449, 468)",dychovej skúške,breath,"(358, 373)",Mazda 3,,"(79, 86)",20.11.2022,,"(4, 14)",10.16; 10.37,,"(521, 526); (653, 658)",10.15,,"(28, 33)",osobné motorové vozidlo,car,"(48, 71)",dobrovoľne vykonal,FALSE,"(410, 428)",pri Zimnom štadióne Pavla Demitru; Zimnom štadióne Pavla Demitru,,"(243, 276); (247, 276)",kontrolovaný,traffic_check,"(277, 289)",,,,po meste,urban,"(217, 225)"
116466596,"dňa 17.10.2022 v čase asi o 22.00hod. v Bratislave po Slovnaftskej ulici po predchádzajúcom požití alkoholických nápojov viedol osobné motorové vozidlo značky Z. Q., W.: Z.-XXXED, v dôsledku podozrenia zo spáchania priestupku bol kontrolovaný hliadkou PZ a bol vyzvaný na podrobenie sa orientačnej dychovej skúške, ktorú vykonal meračom typu AlcoQuant 6020 Plus č. A409981, číslo merania 747, ktorý v čase 22.04hod z jeho dychu nameral hodnotu 0,77mg/l alkoholu (1,60‰) a v čase o 22.24 (číslo merania 748) hodnotu 0,70mg/l alkoholu (1,46‰),","0,77mg/l; 0,70mg/l",,"(444, 452); (515, 523)",alkoholických nápojov; alkoholu; alkoholu,alcohol; alcohol; alcohol,"(99, 120); (453, 461); (524, 532)",hliadkou PZ,,"(243, 254)",Bratislave,,"(40, 50)",AlcoQuant 6020,,"(342, 356)",dychovej skúške,breath,"(298, 313)",Z.,,"(159, 161)",17.10.2022,,"(4, 14)",22.24,,"(481, 486)",asi o 22.00hod,,"(22, 36)",osobné motorové vozidlo,car,"(128, 151)",vykonal,FALSE,"(321, 328)",Slovnaftskej ulici,,"(54, 72)",podozrenia zo spáchania priestupku,traffic_violation,"(191, 225)",,,,,,
1584277,"dňa XX.XX.XXXX v čase o 01:25 hodine v M. C. P. S. viedol pod vplyvom alkoholu ako vodič osobné motorové vozidlo značky Škoda Octavia Combi, striebornej svetlej metalízy, evidenčné číslo: M.-XXXCH, pričom bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Piešťany, ktorá ho podrobila dychovej skúške na zistenie prítomnosti alkoholu v dychu, a následne mu bola prostredníctvom prístroja AlcoQuant 6020 plus výrobné číslo A410251 v čase o 03:12 hodine nameraná hodnota 0,63 mg/l alkoholu vo vydychovanom vzduchu, čo predstavuje 1,31 promile alkoholu v krvi, a pri opakovaných dychových skúškach o 03:36 hodine prostredníctvom prístroja AlcoQuant 6020 plus výrobné číslo A410251 hodnota 0,59 mg/l alkoholu vo vydychovanom vzduchu, čo predstavuje 1,23 promile alkoholu v krvi a o 05:13 hodine prostredníctvom prístroja AlcoQuant 6020 plus výrobné číslo A410062 hodnota 0,53 mg/l alkoholu vo vydychovanom vzduchu, čo predstavuje 1,10 promile alkoholu v krvi,","0,59 mg/l; 0,53 mg/l",,"(696, 705); (877, 886)",alkoholu; alkoholu; alkoholu; alkoholu,None; None; None; alcohol,"(551, 559); (768, 776); (887, 895); (949, 957)",hliadkou Obvodného oddelenia PZ Piešťany,,"(234, 274)",,,,AlcoQuant 6020 plus výrobné číslo A410251; AlcoQuant 6020,,"(398, 439); (827, 841)",dychovej skúške; dychových skúškach,breath; breath,"(295, 310); (586, 604)",,,,,,,03:12; 05:13,,"(449, 454); (788, 793)",01:25,,"(24, 29)",osobné motorové,car,"(89, 104)",,,,,,,zastavený; kontrolovaný,traffic_check; traffic_check,"(209, 218); (221, 233)",,,,,,
116401732,", ž e - dňa 19.11.2022 v čase o 23.00 h viedol osobné motorové vozidlo zn. Kia SPORTAGE, EČV: X. v obci D. O. X., kde bol na križovatke ciest III/2605 a III/2606 z dôvodu spôsobu jazdy zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Vinica, pričom na výzvu hliadky sa dobrovoľne podrobil dychovej skúške na zistenie množstva alkoholu v dychu za pomoci prístroja AlcoQuant 6020 plus, č. R., kde dňa 19.11.2022 v čase o 23.02 h mu bola nameraná hodnota 0,62 mg/l vydychovaného etanolu, čo je v prepočte 1,29 promile alkoholu v organizme, pri opakovanej skúške v čase o 23.17 h mu bolo nameraných 0,72 mg/l vydychovaného etanolu, čo je v prepočte 1,50 promile alkoholu v organizme, a pri ďalšej opakovanej skúške v čase o 23.52 h mu bolo nameraných 0,67 mg/l vydychovaného etanolu, čo je v prepočte 1,40 promile alkoholu v organizme, pri ktorej koncentrácii nebol schopný bezpečne viesť motorové vozidlo tak, aby neohrozil seba, či iných účastníkov cestnej premávky,","0,62 mg/l; 0,72 mg/l; 0,67 mg/l",,"(461, 470); (604, 613); (756, 765)",alkoholu; etanolu; alkoholu; etanolu; alkoholu; etanolu; alkoholu,alcohol; alcohol; alcohol; alcohol; alcohol; alcohol; alcohol,"(335, 343); (485, 492); (524, 532); (628, 635); (667, 675); (780, 787); (819, 827)",hliadkou Obvodného oddelenia PZ Vinica,,"(211, 249)",D.,,"(105, 107)",AlcoQuant 6020 plus,,"(372, 391)",dychovej skúške; dychu,breath; breath,"(298, 313); (346, 351)","Kia SPORTAGE,",,"(76, 89)",19.11.2022,,"(13, 23)",23.02; 23.17; 23.52,,"(428, 433); (577, 582); (729, 734)",23.00,,"(33, 38)",osobné motorové vozidlo,car,"(48, 71)",podrobil,FALSE,"(289, 297)",križovatke ciest III/2605 a III/2606,,"(126, 162)",spôsobu jazdy,suspected_intoxication,"(172, 185)",,,,III/2605; III/2606,class_III; class_III,"(143, 151); (154, 162)"
115642446,"dňa 05.11.2022 v čase o 07.12 h. na ceste II/564 v obci Kalinčiakovo po požití alkoholických nápojov, čo sa u neho vykonanou dychovou skúškou prístrojom zn. Alcoquant 6020 plus, evidenčné číslo A410210 dňa 05.11.2022 v čase o 07.12 h. prejavilo ako 0,77 mg/l alkoholu v dychu, viedol motorové vozidlo zn. Ford Kuga, evidenčné číslo J","0,77 mg/l",,"(249, 258)",alkoholu,alcohol,"(259, 267)",,,,Kalinčiakovo,,"(56, 68)",Alcoquant 6020 plus,,"(157, 176)",dychovou skúškou,breath,"(125, 141)",,,,05.11.2022,,"(4, 14)",07.12,,"(226, 231)",07.12,,"(24, 29)",motorové vozidlo; Ford Kuga,car; None,"(284, 300); (305, 314)",,,,,,,,,,,,,,,
115960771,"dňa 01.07.2022 o 19.45 h viedol motocykel značky Kawasaki bez evidenčného čísla po štátnej ceste III/2779, v obci Babinec smerom na obec Kraskovo, kde na suchej zjazdnej vozovke neprispôsobil rýchlosť jazdy svojím schopnostiam a vlastnostiam motocykla a v ostrej pravotočivej zákrute prešiel do protismernej časti vozovky až na ľavú krajnicu, kde zišiel mimo vozovku pričom ľavou rukou zachytil strom a s motocyklom spadol, pričom následne bol hliadkou Obvodného oddelenia policajného zboru Veľký Blh, kde touto dychovou skúškou prístrojom AlcoQuant 6020 plus, sériového čísla A 409036 o 20.15 h bolo zistené, že mal v dychu 0,88 mg/l alkoholu a následne AlcoQuant 6020 plus, sériového čísla A 409560 o 21.11 h bolo zistené, že mal v dychu 0,84 mg/l alkoholu,","0,88 mg/l; 0,84 mg/l",,"(625, 634); (740, 749)",alkoholu; alkoholu,alcohol; alcohol,"(635, 643); (750, 758)","hliadkou Obvodného oddelenia policajného zboru
Veľký Blh",,"(444, 500)",Babinec,,"(114, 121)",AlcoQuant 6020 plus; AlcoQuant 6020 plus,,"(540, 559); (655, 674)",dychovou skúškou,breath,"(512, 528)",,,,01.07.2022,,"(4, 14)",20.15; 21.11,,,19.45,,"(17, 22)",motocykel,motorcycle,"(32, 41)",,,,,,,"neprispôsobil
rýchlosť jazdy svojím schopnostiam a vlastnostiam motocykla a v ostrej pravotočivej zákrute prešiel do
protismernej časti vozovky až na ľavú krajnicu, kde zišiel mimo vozovku pričom ľavou rukou zachytil
strom a s motocyklom spadol",traffic_accident,"(178, 422)",,,,"štátnej ceste
III/2779",class_III,"(83, 105)"
115855899,"dňa 23.10.2022 v čase asi o 23:03 hodine na diaľnici D2 na hraničnom priechode Čunovo-Rajka v smere do Maďarskej republiky viedol nákladné motorové vozidlo zn. T. H., kategórie B evidenčné číslo X a prípojné vozidlo zn. U., kategórie C evidenčné číslo X kde bol kontrolovaný hliadkou Policajného zboru Slovenskej republiky a následne podrobený dychovej skúške na prítomnosť alkoholu v jeho dychu elektronickým meračom typu AlcoQuant 6020 Plus, výrobné číslo: A417397, ktorým bola v jeho dychu v čase o 23:05 hodine nameraná hodnota obsahu alkoholu 0,53 mg/l a v čase o 23:26 hodine hodnota 0,50 mg/l,","0,53 mg/l; 0,50 mg/l",,"(548, 557); (590, 599)",alkoholu,alcohol,"(539, 547)",hliadkou Policajného zboru Slovenskej republiky,,"(275, 322)",Čunovo-Rajka,,,AlcoQuant 6020 Plus,,"(423, 442)",dychovej skúške,breath,"(344, 359)",T.; H.,,"(160, 162); (163, 165)",23.10.2022,,"(4, 14)",23:05; 23:26,,"(502, 507); (569, 574)",23:03,,"(28, 33)",nákladné motorové vozidlo; prípojné vozidlo,truck; other,"(130, 155); (199, 215)",podrobený,FALSE,"(334, 343)",hraničnom priechode,,,,,,,,,diaľnici D2,motorway,"(44, 55)"
116324662,"dňa 11.11.2022 v čase o cca 22:05 hod. viedol po prechádzajúcom požití alkoholických nápojov v stave vylučujúcom spôsobilosť viesť motorové vozidlá svoje osobné mot. vozidlo zn. Š. A., ev. č.: O. XXX D. po ceste I/11 v Č., kde bol hliadkou OOPZ Č. predpísaným spôsobom zastavený na parkovisku K. X. a následne po poučení vyzvaný, aby sa podrobil dychovej skúške na zistenie prítomnosti alkoholu, s ktorou súhlasil, pričom prístrojom Dräger, ser. číslo: ARMF - 0579 mu bola v čase o 22:10 hod. nameraná a zobrazená hodnota 1,08 mg/l etanolu v dychu, čo je v prepočte 2,25 promile, opakovanou dychovou skúškou v čase o 22:35 hod mu bola nameraná a zobrazená hodnota 1,01 mg/l etanolu v dychu, čo je v prepočte 2,10 promile; odber krvi vodič nežiadal, pričom vodičský preukaz mu bol zadržaný a bolo mu vydané potvrdenie o zadržaní vodičského preukazu č. G. XXXXXX, čím porušil ustanovenie § 4 ods. 2 písm. d) zákona č. 8/2009 Z.z. o cestnej premávke,","1,08 mg/l; 1,01 mg/l",,"(522, 531); (664, 673)",alkoholických nápojov; alkoholu; etanolu; etanolu,alcohol; alcohol; alcohol; alcohol,"(71, 92); (386, 394); (532, 539); (674, 681)",hliadkou OOPZ Č.,,"(231, 247)",Č.,,"(219, 221)",Dräger,,"(433, 439)",dychovej skúške; dychu; dychovou skúškou,breath; breath; breath,"(346, 361); (542, 547); (591, 607)",Š.,,"(178, 180)",11.11.2022,,"(4, 14)",22:10; 22:35,,"(482, 487); (617, 622)",22:05,,"(28, 33)",osobné mot. vozidlo,car,"(154, 173)",súhlasil,FALSE,"(405, 413)",parkovisku,,"(282, 292)",predpísaným spôsobom zastavený,traffic_check,"(248, 278)",,,,ceste I/11,class_I,"(206, 216)"
116105614,"obvinená U. T. dňa 31. júla 2022 v čase o 23:27 hod. po tom, čo požila alkoholické nápoje, viedla v obci Rovinka po Hlavnej ulici a následne Slnečnicovej ulici osobné motorové vozidlo zn. Škoda Octavia, čiernej metalízy, TEČ: PO-XXX T., a to až dov",,,,alkoholické nápoje,alcohol,"(71, 89)",,,,Rovinka,,"(105, 112)",,,,,,,Škoda Octavia,,"(188, 201)",31. júla 2022,,"(19, 32)",,,,23:27,,"(42, 47)",osobné motorové vozidlo,car,"(160, 183)",,,,po Hlavnej ulici a následne Slnečnicovej ulici,,"(113, 159)",,,,,,,Hlavnej ulici,urban,"(116, 129)"
115947092,"dňa 08.11.2022 v čase o 22.40 hod., na ceste I/63 v obci Kútniky, okres Dunajská Streda, ako vodič viedol osobné motorové vozidlo zn. Ford Mondeo, EČV: J., kde bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Dunajská Streda a následne aj opakovane vyzvaný k vykonaniu dychovej skúšky, čo bez udania dôvodu odmietol, ďalej bez udania dôvodu odmietol aj vykonanie lekárskeho vyšetrenia na zistenie množstva alkoholu v krvi, pričom takto konal napriek poučeniu o tom, že bezdôvodným odmietnutím dychovej skúšky a iného vyšetrenia na zistenie množstva alkoholu v dychu, prípadne v krvi, sa môže dopustiť trestného činu, a to napriek tomu, že to nebolo spojené s nebezpečenstvom pre jeho život a zdravie,",,,,,,,hliadkou Obvodného oddelenia PZ Dunajská Streda,,"(189, 236)",Kútniky,,"(57, 64)",,,,,,,Ford Mondeo,,"(134, 145)",08.11.2022,,"(4, 14)",,,,22.40,,"(24, 29)",osobné motorové vozidlo,car,"(106, 129)",odmietol,TRUE,"(319, 327)",,,,,,,,,,,,
115859051,", ž e dňa 26.10.2022 v čase okolo 7.35 hod. po predchádzajúcom požití alkoholu viedol ako vodič nákladnú jazdnú súpravu ťahača značky DAF s evidenčným číslom WGM92526 a návesom s evidenčným číslom ST5043, a to po ceste I/61 v smere od obce Bučany na Trnavu, kde nerešpektoval dopravné značenie „Zákaz vjazdu vozidlám na 10.5 t“, v dôsledku čoho bol následne hliadkou oddelenia mýtnej polície KDI KP PZ v Trnave zastavený a kontrolovaný na ulici Koniarekova v Trnave pred areálom ŽOS, kde bol pri kontrole podrobený dychovej skúške na zistenie alkoholu v dychu elektrochemickým meračom Alcotest 7510 classic s číslom ARTN-0271 časom 7.51 hod. s výsledkom 0,52 mg/l alkoholu v dychu a opakovanou dychovou skúškou mu bola časom 8.07 hod. nameraná hodnota 0,48 mg/l alkoholu v dychu,","0,52 mg/l; 0,48 mg/l",,"(655, 664); (753, 762)",alkoholu; alkoholu,alcohol; alcohol,"(71, 79); (665, 673)",hliadkou oddelenia mýtnej polície KDI KP PZ v Trnave,,"(359, 411)",,,,Alcotest 7510 classic,,"(586, 607)",dychovej skúške,breath,"(516, 531)",DAF,,"(135, 138)",26.10.2022,,"(11, 21)",7.51; 8.07,,"(633, 637); (726, 730)",7.35,,"(35, 39)",nákladnú jazdnú súpravu ťahača,truck,"(97, 127)",,,,od obce Bučany na Trnavu,,,nerešpektoval dopravné značenie,traffic_violation,,,,,,,
